"Fecha","CO (mg/m3)","NO (ug/m3)","NO2 (ug/m3)","O3 (ug/m3)","PM10 (ug/m3)","PM25 (ug/m3)","SO2 (ug/m3)","Provincia","Estación"
"04/2021","","5","9","67","11","","2","Zamora","Zamora 2"
"05/2021","","3","4","68","8","","4","Avila","Avila II"
"05/2021","","3","6","67","10","","3","Burgos","Aranda de Duero 2"
"05/2021","0,2","4","10","","12","","1","Burgos","Burgos1"
"05/2021","","2","6","66","10","4","5","Burgos","Burgos4"
"05/2021","","1","3","67","","","3","Burgos","Medina de Pomar"
"05/2021","","3","10","61","9","","2","Burgos","Miranda de Ebro2"
"05/2021","","1","4","63","12","","2","León","Carracedelo"
"05/2021","","","","","8","3","","León","Cubillos del Sil-FESE"
"05/2021","","1","3","68","11","","8","León","La Robla"
"05/2021","","1","2","64","","","2","León","Lario"
"05/2021","","2","6","71","9","","2","León","Leon 4"
"05/2021","0,1","6","10","","9","","11","León","Leon1"
"05/2021","","","","","11","","2","León","Otero"
"05/2021","","2","6","61","17","","1","León","Ponferrada4"
"05/2021","","","","","15","","","León","Toral de los Vados"
"05/2021","","2","2","","9","","6","León","Tudela Veguin-Tudela Veguin"
"05/2021","","1","3","71","15","","3","León","Valderas"
"05/2021","","2","5","65","11","","11","Palencia","Guardo"
"05/2021","","1","6","66","14","","7","Palencia","Hontoria 1 - Poblado"
"05/2021","","1","5","66","12","","4","Palencia","Hontoria 2 - Venta de Baños"
"05/2021","0,4","2","2","77","6","","2","Palencia","Palencia 3"
"05/2021","","3","8","70","10","","","Palencia","Renault4"
"05/2021","","1","2","83","18","","1","Salamanca","El Maillo"
"05/2021","","4","11","","11","","2","Salamanca","Salamanca5"
"05/2021","","1","7","73","13","5","","Salamanca","Salamanca6"
"05/2021","","5","7","73","8","","3","Segovia","Segovia 2"
"05/2021","","1","9","62","10","","2","Soria","Muriel de la Fuente"
"05/2021","","8","13","67","14","","1","Soria","Soria"
"05/2021","0,4","5","17","","12","10","","Valladolid","Arco de ladrillo II"
"05/2021","","5","15","","11","6","8","Valladolid","La rubia II"
"05/2021","","4","5","68","11","","2","Valladolid","Medina del Campo"
"05/2021","","1","9","57","","","","Valladolid","Michelin1"
"05/2021","","2","8","62","","","","Valladolid","Michelin2"
"05/2021","","4","13","66","14","7","","Valladolid","Puente Poniente-Mº Luisa Sánchez"
"05/2021","","2","7","70","","","","Valladolid","Renault1"
"05/2021","0,2","9","25","","21","","","Valladolid","Renault2"
"05/2021","","4","19","","4","","","Valladolid","Renault3"
"05/2021","","2","10","63","","","","Valladolid","VALLADOLID SUR"
"05/2021","","4","12","64","12","","","Valladolid","Vega Sicilia"
"05/2021","","6","6","72","10","","2","Zamora","Zamora 2"
"06/2021","","3","5","73","12","","4","Avila","Avila II"
"06/2021","","3","6","68","12","","3","Burgos","Aranda de Duero 2"
"06/2021","0,3","3","8","","12","","1","Burgos","Burgos1"
"06/2021","","2","6","65","13","7","3","Burgos","Burgos4"
"06/2021","","1","3","67","","","3","Burgos","Medina de Pomar"
"06/2021","","2","6","60","15","","2","Burgos","Miranda de Ebro2"
"06/2021","","2","3","60","13","","1","León","Carracedelo"
"06/2021","","","","","8","3","","León","Cubillos del Sil-FESE"
"06/2021","","1","3","68","11","","7","León","La Robla"
"06/2021","","1","2","58","","","2","León","Lario"
"06/2021","","2","7","69","10","","2","León","Leon 4"
"06/2021","0,2","5","10","","13","","4","León","Leon1"
"06/2021","","","","","11","","2","León","Otero"
"06/2021","","1","4","62","19","","1","León","Ponferrada4"
"06/2021","","","","","17","","","León","Toral de los Vados"
"06/2021","","4","3","","8","","5","León","Tudela Veguin-Tudela Veguin"
"06/2021","","1","4","80","15","","2","León","Valderas"
"06/2021","","2","5","64","12","","4","Palencia","Guardo"
"06/2021","","1","5","75","14","","6","Palencia","Hontoria 1 - Poblado"
"06/2021","","2","6","70","15","","4","Palencia","Hontoria 2 - Venta de Baños"
"06/2021","0,3","2","6","73","6","","2","Palencia","Palencia 3"
"06/2021","","2","6","74","11","","","Palencia","Renault4"
"06/2021","","1","3","87","19","","1","Salamanca","El Maillo"
"06/2021","","4","11","","9","","1","Salamanca","Salamanca5"
"06/2021","","1","7","74","13","6","","Salamanca","Salamanca6"
"06/2021","","2","7","81","11","","3","Segovia","Segovia 2"
"06/2021","","1","7","62","12","","3","Soria","Muriel de la Fuente"
"06/2021","","7","12","67","17","","2","Soria","Soria"
"06/2021","0,3","7","20","","14","13","","Valladolid","Arco de ladrillo II"
"06/2021","","5","16","","11","8","8","Valladolid","La rubia II"
"06/2021","","4","6","69","13","","7","Valladolid","Medina del Campo"
"06/2021","","1","8","62","","","","Valladolid","Michelin1"
"06/2021","","1","7","65","","","","Valladolid","Michelin2"
"06/2021","","3","14","69","16","9","","Valladolid","Puente Poniente-Mº Luisa Sánchez"
"06/2021","","2","8","71","","","","Valladolid","Renault1"
"06/2021","0,1","8","18","","21","","","Valladolid","Renault2"
"06/2021","","6","21","","15","","","Valladolid","Renault3"
"06/2021","","1","9","66","","","","Valladolid","VALLADOLID SUR"
"06/2021","","4","14","69","14","","","Valladolid","Vega Sicilia"
"06/2021","","6","7","75","10","","2","Zamora","Zamora 2"
"07/2021","","3","5","75","15","","4","Avila","Avila II"
"07/2021","","2","8","70","16","","2","Burgos","Aranda de Duero 2"
"07/2021","0,4","3","6","","13","","1","Burgos","Burgos1"
"07/2021","","2","7","68","15","6","4","Burgos","Burgos4"
"07/2021","","1","3","63","","","3","Burgos","Medina de Pomar"
"07/2021","","1","6","61","13","","2","Burgos","Miranda de Ebro2"
"07/2021","","3","4","57","14","","1","León","Carracedelo"
"07/2021","","1","3","67","13","","3","León","La Robla"
"07/2021","","1","2","55","","","1","León","Lario"
"07/2021","","2","8","63","11","","2","León","Leon 4"
"07/2021","0,1","5","12","","14","","5","León","Leon1"
"07/2021","","","","","11","","2","León","Otero"
"07/2021","","2","5","59","20","","1","León","Ponferrada4"
"07/2021","","","","","19","","","León","Toral de los Vados"
"07/2021","","1","3","71","18","","3","León","Valderas"
"07/2021","","2","4","64","12","","3","Palencia","Guardo"
"07/2021","","2","4","74","20","","4","Palencia","Hontoria 1 - Poblado"
"07/2021","","2","5","71","22","","4","Palencia","Hontoria 2 - Venta de Baños"
"07/2021","0,2","2","2","72","8","","1","Palencia","Palencia 3"
"07/2021","","2","6","74","12","","","Palencia","Renault4"
"07/2021","","1","2","80","20","","2","Salamanca","El Maillo"
"07/2021","","4","12","","9","","2","Salamanca","Salamanca5"
"07/2021","","2","9","70","14","6","","Salamanca","Salamanca6"
"07/2021","","2","7","82","14","","4","Segovia","Segovia 2"
"07/2021","","1","7","66","15","","2","Soria","Muriel de la Fuente"
"07/2021","","7","12","71","17","","3","Soria","Soria"
"07/2021","0,4","5","19","","16","14","","Valladolid","Arco de ladrillo II"
"07/2021","","4","15","","15","10","5","Valladolid","La rubia II"
"07/2021","","4","6","69","16","","7","Valladolid","Medina del Campo"
"07/2021","","1","9","63","","","","Valladolid","Michelin1"
"07/2021","","1","6","67","","","","Valladolid","Michelin2"
"07/2021","","3","14","64","19","10","","Valladolid","Puente Poniente-Mº Luisa Sánchez"
"07/2021","","1","7","70","","","","Valladolid","Renault1"
"07/2021","0,3","7","18","","27","","","Valladolid","Renault2"
"07/2021","","4","22","","16","","","Valladolid","Renault3"
"07/2021","","2","9","67","","","","Valladolid","VALLADOLID SUR"
"07/2021","","3","13","67","16","","","Valladolid","Vega Sicilia"
"07/2021","","5","7","71","12","","1","Zamora","Zamora 2"
"08/2021","","4","5","70","21","","4","Avila","Avila II"
"08/2021","","3","11","70","21","","1","Burgos","Aranda de Duero 2"
"08/2021","0,5","3","6","","16","","1","Burgos","Burgos1"
"08/2021","","2","8","72","18","7","4","Burgos","Burgos4"
"08/2021","","1","3","65","","","3","Burgos","Medina de Pomar"
"08/2021","","2","7","62","13","","2","Burgos","Miranda de Ebro2"
"08/2021","","3","5","53","16","","1","León","Carracedelo"
"08/2021","","","","","11","4","","León","Cubillos del Sil-FESE"
"08/2021","","1","4","70","18","","3","León","La Robla"
"08/2021","","1","3","57","","","2","León","Lario"
"08/2021","","2","9","65","14","","3","León","Leon 4"
"08/2021","0,2","5","15","","18","","8","León","Leon1"
"08/2021","","","","","12","","3","León","Otero"
"08/2021","","1","8","58","24","","1","León","Ponferrada4"
"08/2021","","","","","20","","","León","Toral de los Vados"
"08/2021","","5","4","","7","","5","León","Tudela Veguin-Tudela Veguin"
"08/2021","","1","3","73","22","","2","León","Valderas"
"08/2021","","2","5","66","19","","3","Palencia","Guardo"
"08/2021","","5","2","72","26","","5","Palencia","Hontoria 1 - Poblado"
"08/2021","","2","2","75","28","","1","Palencia","Hontoria 2 - Venta de Baños"
"08/2021","0,3","2","2","73","13","","1","Palencia","Palencia 3"
"08/2021","","1","6","78","15","","","Palencia","Renault4"
"08/2021","","1","2","88","27","","2","Salamanca","El Maillo"
"08/2021","","3","11","","13","","2","Salamanca","Salamanca5"
"08/2021","","1","10","72","13","7","","Salamanca","Salamanca6"
"08/2021","","2","8","84","21","","4","Segovia","Segovia 2"
"08/2021","","1","6","70","21","","2","Soria","Muriel de la Fuente"
"08/2021","","6","13","70","23","","2","Soria","Soria"
"08/2021","0,3","5","22","","21","15","","Valladolid","Arco de ladrillo II"
"08/2021","","4","18","","19","12","4","Valladolid","La rubia II"
"08/2021","","4","7","72","24","","8","Valladolid","Medina del Campo"
"08/2021","","1","10","64","","","","Valladolid","Michelin1"
"08/2021","","1","10","70","","","","Valladolid","Michelin2"
"08/2021","","3","16","65","24","12","","Valladolid","Puente Poniente-Mº Luisa Sánchez"
"08/2021","","2","9","69","","","","Valladolid","Renault1"
"08/2021","0,3","7","16","","28","","","Valladolid","Renault2"
"08/2021","","4","28","","25","","","Valladolid","Renault3"
"08/2021","","1","9","69","","","","Valladolid","VALLADOLID SUR"
"08/2021","","2","14","68","20","","","Valladolid","Vega Sicilia"
"08/2021","","7","10","75","14","","1","Zamora","Zamora 2"
"09/2021","","4","4","58","8","","4","Avila","Avila II"
"09/2021","","3","10","56","10","","1","Burgos","Aranda de Duero 2"
"09/2021","0,6","4","9","","12","","1","Burgos","Burgos1"
"09/2021","","2","7","59","10","4","5","Burgos","Burgos4"
"09/2021","","2","3","60","","","2","Burgos","Medina de Pomar"
"09/2021","","2","9","53","13","","2","Burgos","Miranda de Ebro2"
"09/2021","","2","6","39","12","","1","León","Carracedelo"
"09/2021","","","","","8","2","","León","Cubillos del Sil-FESE"
"09/2021","","1","4","52","13","","3","León","La Robla"
"09/2021","","1","3","53","","","2","León","Lario"
"09/2021","","2","10","50","8","","2","León","Leon 4"
"09/2021","0,2","9","17","","16","","3","León","Leon1"
"09/2021","","","","","11","","1","León","Otero"
"09/2021","","2","8","44","21","","1","León","Ponferrada4"
"09/2021","","","","","17","","","León","Toral de los Vados"
"09/2021","","5","3","","4","","5","León","Tudela Veguin-Tudela Veguin"
"09/2021","","1","3","55","15","","2","León","Valderas"
"09/2021","","2","5","55","16","","4","Palencia","Guardo"
"09/2021","","5","2","57","14","","5","Palencia","Hontoria 1 - Poblado"
"09/2021","","2","2","59","13","","3","Palencia","Hontoria 2 - Venta de Baños"
"09/2021","0,6","3","3","58","14","","1","Palencia","Palencia 3"
"09/2021","","2","9","61","10","","","Palencia","Renault4"
"09/2021","","1","2","75","14","","2","Salamanca","El Maillo"
"09/2021","","4","8","","7","","2","Salamanca","Salamanca5"
"09/2021","","2","9","58","10","4","","Salamanca","Salamanca6"
"09/2021","","3","8","68","10","","3","Segovia","Segovia 2"
"09/2021","","1","3","53","11","","3","Soria","Muriel de la Fuente"
"09/2021","","8","14","58","31","","2","Soria","Soria"
"09/2021","0,5","11","30","","15","13","","Valladolid","Arco de ladrillo II"
"09/2021","","8","24","","13","9","6","Valladolid","La rubia II"
"09/2021","","5","8","55","11","","8","Valladolid","Medina del Campo"
"09/2021","","2","14","48","","","","Valladolid","Michelin1"
"09/2021","","2","14","50","","","","Valladolid","Michelin2"
"09/2021","","5","23","47","16","9","","Valladolid","Puente Poniente-Mº Luisa Sánchez"
"09/2021","","3","13","51","","","","Valladolid","Renault1"
"09/2021","0,3","10","25","","18","","","Valladolid","Renault2"
"09/2021","","8","28","","15","","","Valladolid","Renault3"
"09/2021","","2","14","47","","","","Valladolid","VALLADOLID SUR"
"09/2021","","5","21","49","14","","","Valladolid","Vega Sicilia"
"09/2021","","8","11","59","9","","2","Zamora","Zamora 2"
"10/2021","","4","10","51","8","","4","Avila","Avila II"
"10/2021","","5","13","45","14","","1","Burgos","Aranda de Duero 2"
"10/2021","0,4","9","14","","13","","1","Burgos","Burgos1"
"10/2021","","5","11","52","11","5","5","Burgos","Burgos4"
"10/2021","","2","4","51","","","3","Burgos","Medina de Pomar"
"10/2021","","4","13","44","16","","2","Burgos","Miranda de Ebro2"
"10/2021","","3","8","36","12","","1","León","Carracedelo"
"10/2021","","","","","8","3","","León","Cubillos del Sil-FESE"
"10/2021","","3","3","49","13","","9","León","La Robla"
"10/2021","","1","2","49","","","2","León","Lario"
"10/2021","","4","14","40","9","","3","León","Leon 4"
"10/2021","0,4","16","23","","17","","5","León","Leon1"
"10/2021","","","","","11","","2","León","Otero"
"10/2021","","3","11","39","17","","1","León","Ponferrada4"
"10/2021","","","","","17","","","León","Toral de los Vados"
"10/2021","","6","5","","11","","5","León","Tudela Veguin-Tudela Veguin"
"10/2021","","1","4","52","18","","2","León","Valderas"
"10/2021","","4","8","51","13","","7","Palencia","Guardo"
"10/2021","","5","9","46","18","","3","Palencia","Hontoria 1 - Poblado"
"10/2021","","2","6","47","20","","2","Palencia","Hontoria 2 - Venta de Baños"
"10/2021","0,7","6","5","45","19","","1","Palencia","Palencia 3"
"10/2021","","3","11","49","12","","","Palencia","Renault4"
"10/2021","","1","1","71","13","","2","Salamanca","El Maillo"
"10/2021","","8","12","","10","","2","Salamanca","Salamanca5"
"10/2021","","3","11","45","17","6","","Salamanca","Salamanca6"
"10/2021","","2","11","60","8","","3","Segovia","Segovia 2"
"10/2021","","1","3","47","9","","2","Soria","Muriel de la Fuente"
"10/2021","","11","18","51","22","","2","Soria","Soria"
"10/2021","0,5","16","32","","18","15","","Valladolid","Arco de ladrillo II"
"10/2021","","14","28","","15","10","8","Valladolid","La rubia II"
"10/2021","","7","8","46","14","","8","Valladolid","Medina del Campo"
"10/2021","","5","19","39","","","","Valladolid","Michelin1"
"10/2021","","3","15","42","","","","Valladolid","Michelin2"
"10/2021","","9","28","37","21","11","","Valladolid","Puente Poniente-Mº Luisa Sánchez"
"10/2021","","5","14","43","","","","Valladolid","Renault1"
"10/2021","0,3","17","36","","23","","","Valladolid","Renault2"
"10/2021","","10","24","","23","","","Valladolid","Renault3"
"10/2021","","5","16","40","","","","Valladolid","VALLADOLID SUR"
"10/2021","","11","24","40","17","","","Valladolid","Vega Sicilia"
"10/2021","","8","13","44","12","","2","Zamora","Zamora 2"
"11/2021","","2","7","55","3","","4","Avila","Avila II"
"11/2021","","3","6","45","12","","2","Burgos","Aranda de Duero 2"
"11/2021","0,5","7","14","","7","","1","Burgos","Burgos1"
"11/2021","","3","10","52","7","4","5","Burgos","Burgos4"
"11/2021","","1","5","55","","","3","Burgos","Medina de Pomar"
"11/2021","","4","17","42","12","","2","Burgos","Miranda de Ebro2"
"11/2021","","4","9","34","15","","3","León","Carracedelo"
"11/2021","","","","","10","7","","León","Cubillos del Sil-FESE"
"11/2021","","2","8","51","13","","12","León","La Robla"
"11/2021","","1","2","61","","","1","León","Lario"
"11/2021","","7","22","35","10","","3","León","Leon 4"
"11/2021","0,3","26","30","","20","10","4","León","Leon1"
"11/2021","","","","","11","","3","León","Otero"
"11/2021","","4","17","34","18","","2","León","Ponferrada4"
"11/2021","","","","","20","","","León","Toral de los Vados"
"11/2021","","6","5","","10","","6","León","Tudela Veguin-Tudela Veguin"
"11/2021","","1","4","54","11","","2","León","Valderas"
"11/2021","","6","12","50","10","","14","Palencia","Guardo"
"11/2021","","6","9","48","8","","3","Palencia","Hontoria 1 - Poblado"
"11/2021","","2","5","50","10","","5","Palencia","Hontoria 2 - Venta de Baños"
"11/2021","0,2","5","5","45","12","","3","Palencia","Palencia 3"
"11/2021","","5","12","49","7","","","Palencia","Renault4"
"11/2021","","1","1","69","12","","1","Salamanca","El Maillo"
"11/2021","0,1","13","18","","5","","3","Salamanca","Salamanca5"
"11/2021","","3","11","41","11","7","","Salamanca","Salamanca6"
"11/2021","","3","11","52","6","","3","Segovia","Segovia 2"
"11/2021","","1","2","48","6","","2","Soria","Muriel de la Fuente"
"11/2021","","27","24","51","9","","3","Soria","Soria"
"11/2021","0,5","","","","15","13","","Valladolid","Arco de ladrillo II"
"11/2021","","26","32","","11","9","9","Valladolid","La rubia II"
"11/2021","","6","7","40","13","","9","Valladolid","Medina del Campo"
"11/2021","","9","21","32","","","","Valladolid","Michelin1"
"11/2021","","4","13","37","","","","Valladolid","Michelin2"
"11/2021","","13","23","34","17","10","","Valladolid","Puente Poniente-Mº Luisa Sánchez"
"11/2021","","7","14","36","","","","Valladolid","Renault1"
"11/2021","0,2","20","36","","22","","","Valladolid","Renault2"
"11/2021","","12","30","","18","","","Valladolid","Renault3"
"11/2021","","11","17","36","","","","Valladolid","VALLADOLID SUR"
"11/2021","","19","27","32","14","","","Valladolid","Vega Sicilia"
"11/2021","","9","17","31","10","","2","Zamora","Zamora 2"
"12/2021","","4","9","54","4","","4","Avila","Avila II"
"12/2021","","4","5","41","12","","3","Burgos","Aranda de Duero 2"
"12/2021","0,3","14","18","","10","","1","Burgos","Burgos1"
"12/2021","","5","11","45","6","3","5","Burgos","Burgos4"
"12/2021","","1","6","45","","","3","Burgos","Medina de Pomar"
"12/2021","","5","13","33","10","","3","Burgos","Miranda de Ebro2"
"12/2021","","2","4","31","13","","3","León","Carracedelo"
"12/2021","","","","","11","7","","León","Cubillos del Sil-FESE"
"12/2021","","3","9","41","13","","16","León","La Robla"
"12/2021","","1","2","58","","","1","León","Lario"
"12/2021","","6","19","35","8","","3","León","Leon 4"
"12/2021","0,4","23","28","","18","8","6","León","Leon1"
"12/2021","","","","","11","","2","León","Otero"
"12/2021","","7","22","33","20","","3","León","Ponferrada4"
"12/2021","","","","","18","","","León","Toral de los Vados"
"12/2021","","6","6","","17","","7","León","Tudela Veguin-Tudela Veguin"
"12/2021","","1","3","54","9","","3","León","Valderas"
"12/2021","","6","11","48","7","","12","Palencia","Guardo"
"12/2021","","6","9","40","10","","5","Palencia","Hontoria 1 - Poblado"
"12/2021","","2","6","40","8","","6","Palencia","Hontoria 2 - Venta de Baños"
"12/2021","0,4","12","7","36","10","7","4","Palencia","Palencia 3"
"12/2021","","6","12","39","7","","","Palencia","Renault4"
"12/2021","","1","1","66","11","","2","Salamanca","El Maillo"
"12/2021","0,3","13","21","","5","","2","Salamanca","Salamanca5"
"12/2021","","5","11","39","11","6","","Salamanca","Salamanca6"
"12/2021","","5","14","50","8","","2","Segovia","Segovia 2"
"12/2021","","1","2","42","6","","2","Soria","Muriel de la Fuente"
"12/2021","","30","28","40","12","","3","Soria","Soria"
"12/2021","0,7","26","30","","16","14","","Valladolid","Arco de ladrillo II"
"12/2021","","33","32","","13","9","5","Valladolid","La rubia II"
"12/2021","","6","11","40","10","7","3","Valladolid","Medina del Campo"
"12/2021","","15","22","30","","","","Valladolid","Michelin1"
"12/2021","","6","13","31","","","","Valladolid","Michelin2"
"12/2021","","19","24","27","17","11","","Valladolid","Puente Poniente-Mº Luisa Sánchez"
"12/2021","","11","15","30","","","","Valladolid","Renault1"
"12/2021","0,4","16","20","","18","","","Valladolid","Renault2"
"12/2021","","13","24","","14","","","Valladolid","Renault3"
"12/2021","","12","19","","","","","Valladolid","VALLADOLID SUR"
"12/2021","","22","25","29","14","","","Valladolid","Vega Sicilia"
"12/2021","","11","15","42","9","","2","Zamora","Zamora 2"
"01/2022","","3","13","52","6","","4","Avila","Avila II"
"01/2022","","6","8","41","19","","2","Burgos","Aranda de Duero 2"
"01/2022","0,5","11","19","","12","","1","Burgos","Burgos1"
"01/2022","","6","16","46","9","5","4","Burgos","Burgos4"
"01/2022","","1","3","46","","","2","Burgos","Medina de Pomar"
"01/2022","","8","22","29","23","","3","Burgos","Miranda de Ebro2"
"01/2022","","5","15","26","19","","5","León","Carracedelo"
"01/2022","","2","10","46","17","","23","León","La Robla"
"01/2022","","1","2","56","","","1","León","Lario"
"01/2022","","10","26","31","13","","4","León","Leon 4"
"01/2022","0,7","31","36","","28","14","10","León","Leon1"
"01/2022","","","","","15","","4","León","Otero"
"01/2022","","4","16","31","22","","4","León","Ponferrada4"
"01/2022","","","","","32","","","León","Toral de los Vados"
"01/2022","","4","7","","19","","6","León","Tudela Veguin-Tudela Veguin"
"01/2022","","1","4","56","12","","3","León","Valderas"
"01/2022","","6","17","46","10","","17","Palencia","Guardo"
"01/2022","","6","10","39","12","","6","Palencia","Hontoria 1 - Poblado"
"01/2022","","2","4","39","10","","3","Palencia","Hontoria 2 - Venta de Baños"
"01/2022","","11","9","32","13","8","4","Palencia","Palencia 3"
"01/2022","","6","12","42","9","","","Palencia","Renault4"
"01/2022","","1","1","70","","","2","Salamanca","El Maillo"
"01/2022","0,2","14","25","","6","","5","Salamanca","Salamanca5"
"01/2022","","6","13","36","19","11","","Salamanca","Salamanca6"
"01/2022","","4","15","48","9","","3","Segovia","Segovia 2"
"01/2022","","1","2","49","","","2","Soria","Muriel de la Fuente"
"01/2022","","21","27","45","15","","2","Soria","Soria"
"01/2022","0,6","24","34","","22","18","","Valladolid","Arco de ladrillo II"
"01/2022","","31","37","","19","14","3","Valladolid","La rubia II"
"01/2022","","8","17","36","16","10","2","Valladolid","Medina del Campo"
"01/2022","","11","26","31","","","","Valladolid","Michelin1"
"01/2022","","4","18","39","","","","Valladolid","Michelin2"
"01/2022","","16","26","27","24","17","","Valladolid","Puente Poniente-Mº Luisa Sánchez"
"01/2022","","12","23","25","","","","Valladolid","Renault1"
"01/2022","0,6","18","25","","32","","","Valladolid","Renault2"
"01/2022","","16","24","","","","","Valladolid","Renault3"
"01/2022","","13","23","30","","","","Valladolid","VALLADOLID SUR"
"01/2022","","25","34","25","22","","","Valladolid","Vega Sicilia"
"01/2022","","19","22","31","17","","3","Zamora","Zamora 2"
"02/2022","","5","10","53","9","","5","Avila","Avila II"
"02/2022","","6","9","46","22","","2","Burgos","Aranda de Duero 2"
"02/2022","0,6","11","16","","14","","1","Burgos","Burgos1"
"02/2022","","5","15","52","10","4","4","Burgos","Burgos4"
"02/2022","","1","4","50","14","","3","Burgos","Medina de Pomar"
"02/2022","","7","20","34","20","","4","Burgos","Miranda de Ebro2"
"02/2022","","4","12","35","18","","5","León","Carracedelo"
"02/2022","","2","8","52","20","","16","León","La Robla"
"02/2022","","1","3","56","11","","1","León","Lario"
"02/2022","","8","22","41","15","","3","León","Leon 4"
"02/2022","0,6","21","30","","27","11","8","León","Leon1"
"02/2022","","","","","16","","3","León","Otero"
"02/2022","","3","14","42","23","","3","León","Ponferrada4"
"02/2022","","","","","34","","","León","Toral de los Vados"
